packet,display_order,sample_id,caption_id,image_id,official_split,veracity,caption,relation_label,evidence_channel,annotator_confidence,notes
pilot_seed42,132,111,564479,564479,scene_resnet_place,pristine,Foxtons is infamous in the capital for its brash sales tactics and a liveried fleet of Mini Coopers,entailment,n/a,medium,"The image shows a wrapped Mini Cooper driving along a shopping street, which matches the liveried-Mini claim, though the Foxtons branding is not legible."
pilot_seed42,133,61,455803,685656,semantics_clip_text_text,falsified,Dover take on Crystal Palace who will have new manager Alan Pardew in the dugout at the Crabble Stadium,contradiction,visible_conflict,high,"The image shows a children's TV presenter in a flat cap posing with a knitted lookalike doll by a 'Wall of Fame', which has nothing to do with a Dover versus Crystal Palace match. Channel: a TV presenter with a knitted doll (the original is Jason Bradbury) is visibly unrelated to a football fixture."
pilot_seed42,134,8,370873,226482,scene_resnet_place,falsified,For the first time in more than four decades more Mexican immigrants are returning to their home country than coming to the United States according to a report released Thursday,neutral,other,medium,"The image shows TSA officers at airport security gates; the migration statistic cannot be checked, and the image is only loosely illustrative. Channel: this is a loosely thematic stock pairing (the original is about a TSA snow closure), with no comparable entity, time, or event dimension linking it to the migration report."
pilot_seed42,135,73,894004,1506625,person_sbert_text_text,falsified,Nick Clegg and Danny Alexander on posterunveiling duties in the rain in Hyde Cheshire,contradiction,visible_conflict,medium,"The image shows Clegg indoors at a table with 'Mental Health Matters' leaflets and a young man, which conflicts with an outdoor poster unveiling in the rain with Danny Alexander. Channel: an indoor mental-health visit (the original is SAMH in Glasgow) visibly conflicts with a rainy outdoor poster unveiling."
pilot_seed42,136,29,323695,233017,semantics_clip_text_text,falsified,A Florida man captured video Saturday of a massive shark eating a smaller shark near a pier in Jacksonville Fla,contradiction,visible_conflict,medium,"The video still shows a shark lunging at a jumping seal off a sandbar; the prey is visibly a seal, not a smaller shark by a pier. Channel: the prey is visibly a seal (the original is a Cape Cod seal escaping a shark), not a smaller shark."
pilot_seed42,137,92,1173205,362404,person_sbert_text_text,falsified,Vice President Joe Biden bites his lip while speaking at Harvard,neutral,event_provenance,medium,"The image shows Biden clutching a red folder in a hallway while Samantha Power leans in; he is not visibly speaking at a Harvard event. Channel: same person, different setting (the original is the Oval Office with Samantha Power, not a Harvard speech)."
pilot_seed42,138,165,351461,351461,semantics_clip_text_text,pristine,Designers show off the finished product to Richard Branson as he makes his first walkthrough of Virgin Atlantic s first Boeing 7879 Dreamliner,entailment,n/a,high,"Branson stands with red-uniformed crew and a film boom inside a purple-lit Dreamliner cabin during a walkthrough, matching the claim."
pilot_seed42,139,14,1185215,389906,scene_resnet_place,falsified,Charming Thought far left comes to land the Middle Park Stakes at Newmarket from Ivawood purple,contradiction,visible_conflict,high,"The image shows a single horse in a US-style morning workout with an exercise rider, the saddlecloth reading ORB, at a Churchill Downs-style track, not a race finish at Newmarket. Channel: a morning workout with a casually dressed rider (the original is Orb before the Kentucky Derby) is visibly not a Newmarket race finish."
pilot_seed42,140,95,406874,276677,person_sbert_text_text,falsified,Singer Rihanna keeps it colorful on day 2 of the 2015 Coachella festival,neutral,event_provenance,low,"The image shows Rihanna performing on stage in a black mesh cannabis-motif top under blue lights; her 'colorful' day-2 festival attendance cannot be confirmed, and the fit of outfit and context is doubtful. Channel: a stage performance has been repurposed (the original is an Instagram pot-themed roundup); it is not Coachella 2015 attendance."
pilot_seed42,141,171,823538,823538,semantics_clip_text_text,pristine,Head coach Pete Carroll of the Seattle Seahawks celebrates with the Vince Lombardi Trophy after their 438 victory over the Denver Broncos during Super Bowl XLVIII at MetLife Stadium,entailment,n/a,high,"Pete Carroll beams beside the Vince Lombardi Trophy in Seahawks colours, matching the Super Bowl XLVIII win."
pilot_seed42,142,76,757670,197045,semantics_clip_text_text,falsified,Robert Trent Jones II Golf Course Four Seasons Resort Nevis The stunning golf course at the Four Seasons Resort Nevis with Nevis Peak in the background Paradise,neutral,event_provenance,low,"The image shows golfers on a green with lush peaks behind, generically consistent with the Nevis resort course, but the location cannot be verified, and the generic golf scene cannot confirm the named resort and island. Channel: the golf scene is from a different course (the original is Obama at Mid-Pacific Country Club in Kailua), not Nevis."
pilot_seed42,143,33,1622443,187463,semantics_clip_text_image,falsified,President Rousseff Below that green and yellow jersey you represent a powerful legacy of the Brazilian people,neutral,other,medium,"The image shows a beach-volleyball player (USA, Lucena, number 2) high-fiving green-and-yellow Brazilian fans; the Rousseff quote about the jersey cannot be checked. Channel: this is a quote-illustration pairing (the original is US beach volleyball); the claim does not say the pictured player wears the jersey, so there is no clean entity, time, or event dimension."
pilot_seed42,144,182,103661,103661,scene_resnet_place,pristine,Protesters enter the parliament building The surge of demonstrators into the Green Zone which is off limits to most Iraqis was the culmination of months of street protests,entailment,n/a,high,"A dense crowd waves Iraqi flags inside a parliament atrium, matching the storming of the Green Zone parliament."
pilot_seed42,145,131,1643956,1643956,semantics_clip_text_text,pristine,The next day in Johannesburg s Hillbrow suburb an amateur boxer looks into the eyes of her trainer as she spars with him at a gym,entailment,n/a,medium,"A woman in boxing guard spars with a shirtless trainer beside an outdoor ring, which matches the caption; the Hillbrow location cannot be verified from the image alone."
pilot_seed42,146,3,1557463,1597711,scene_resnet_place,falsified,Thousands of junior doctors also rallied in Belfast and Nottingham,neutral,event_provenance,medium,"Placards reading 'Junior Doctor Contract #NotFair #NotSafe' and 'Save NHS' match a junior doctors rally, but the cities and scale are not visible, so the picket cannot be placed in the named cities of Belfast or Nottingham. Channel: it is a junior-doctor picket from a different city (the original is QE Hospital Birmingham, not Belfast or Nottingham)."
pilot_seed42,147,23,1017498,1089087,semantics_clip_text_image,falsified,Daniel Hayman leaves court in Sydney in June 2014 after pleading guilty to indecent assault,neutral,external_knowledge,medium,"The image shows an elderly man seated in a car. Identifying him as the actor Hoffman needs face knowledge, and 'leaves court' is not visibly contradicted; since fine-grained knowledge is not a visible conflict, the relation label is neutral. Channel: the person is swapped for an actor (the original is Dustin Hoffman in HBO's Luck), which needs face knowledge to detect."
pilot_seed42,148,89,337178,323802,semantics_clip_text_image,falsified,Connecticut Huskies head coach Geno Auriemma instructs his players against the Notre Dame Fighting Irish,contradiction,visible_conflict,high,"The image shows the Michigan bench in maize and blue with coach Beilein applauding, visibly not the UConn women against Notre Dame. Channel: the Michigan maize-and-blue bench (the original shows Beilein) visibly conflicts with the claim of UConn women versus Notre Dame."
pilot_seed42,149,112,76486,76486,semantics_clip_text_image,pristine,Oakland Raiders linebacker Rod Martin,entailment,n/a,high,"The image shows a Raiders number 53 carrying the ball against the Eagles in a vintage Super Bowl scene, which matches Rod Martin."
pilot_seed42,150,78,326647,1534319,scene_resnet_place,falsified,Beautiful Hawaii Another spectacular sunset ends the day at Honolulu s Waikiki Beach last month,contradiction,visible_conflict,medium,"The image shows a bright midday turquoise sea framed by palms, in a Caribbean style, visibly not a sunset at Waikiki. Channel: a bright midday Caribbean beach (the original is a Barbados school trip) is visibly not a Waikiki sunset."
pilot_seed42,151,146,1576157,1576157,semantics_clip_text_image,pristine,Facebook s new headquarters designed by Frank Gehry,entailment,n/a,high,"An aerial view shows a long building topped by a landscaped rooftop park, with a Facebook watermark; this matches the Gehry-designed Facebook Menlo Park campus."
pilot_seed42,152,77,220314,360620,scene_resnet_place,falsified,A man enjoys the weather along the Black Sea near Olympic Park,neutral,event_provenance,medium,"A man in white stands at a waterfront with rusted piles and an old city skyline across the bay, which looks like Havana; the Black Sea location cannot be verified. Channel: a waterfront figure in a different place (the original is a Santeria ritual at Havana Bay), not the Black Sea."
pilot_seed42,153,82,784444,1551031,person_sbert_text_text,falsified,George Osborne at the Conservative party conference in Manchester,contradiction,visible_conflict,medium,"The scene is the House of Commons with Clegg speaking at the dispatch box and Osborne beside him, not a Conservative party conference in Manchester. Channel: the Commons chamber (the original shows Osborne beside Clegg in the Commons) is visibly not the Manchester party conference."
pilot_seed42,154,53,249207,206595,scene_resnet_place,falsified,The casual Lido Marketplace buffet offers stations for comfort food deli sandwiches Indian cuisine and more It s open for breakfast lunch and dinner,contradiction,visible_conflict,low,"The image shows a modest charity or restaurant kitchen with men preparing trays of flatbread, visibly not a cruise-ship marketplace buffet with stations. Channel: a charity meal-preparation kitchen (the original is the Imam Ali Center in Detroit) visibly conflicts with the cruise buffet claim."
pilot_seed42,155,51,1653126,1461797,scene_resnet_place,falsified,Labour supporters celebrating their results in Cardiff,neutral,event_provenance,low,The image shows a packed community-hall meeting of standing attendees; no Labour signage or celebration cues are visible either way. Channel: it is an indoor public meeting from a different event (the original is a Network Rail level-crossing meeting in Stowmarket).
pilot_seed42,156,115,248798,248798,person_sbert_text_text,pristine,Pope Francis waving goodbye visits with inmates and their families at the CurranFromhold Correctional Facility the largest prison operated in Philadelphia Penn on Sunday Sept 27 2015,entailment,n/a,high,"The image shows Pope Francis waving in front of a 'World Meeting of Families 2015 Philadelphia' backdrop, with an audience in light-blue uniforms raising their hands, which matches the prison visit."
pilot_seed42,157,148,251465,251465,semantics_clip_text_text,pristine,Apple CEO Tim Cook introduces the new iPad Pro during an Apple launch event,entailment,n/a,high,"Tim Cook is on stage holding a large iPad displaying a Jupiter wallpaper, matching an iPad Pro launch."
pilot_seed42,158,158,1002787,1002787,scene_resnet_place,pristine,Egyptian people and security officers stand at the scene of a bomb attack at the Cairo Security Directorate building,entailment,n/a,medium,"Onlookers stand behind police tape at the blast-damaged facade of the 'Museum of Islamic Art', consistent with the scene of the Cairo security-directorate bombing next door."
pilot_seed42,159,100,415134,171754,semantics_clip_text_text,falsified,Biden walks in the annual Allegheny County Labor Day Parade on Sept 7 2015 in Pittsburgh,contradiction,visible_conflict,high,"The man greeting supporters is visibly Bernie Sanders amid 'Bernie' placards, not Joe Biden at a Pittsburgh parade. Channel: the readable Bernie placards (the original is Sanders at a Milford, New Hampshire parade) conflict with the Biden Pittsburgh claim."
pilot_seed42,160,75,260682,67187,scene_resnet_place,falsified,the headquarters of Uber in San Francisco,contradiction,visible_conflict,medium,"The interior shown is a luxury leather-goods boutique with display shelves, visibly not an office headquarters. Channel: a luxury boutique interior (the original is a Brioni store) is visibly not an office headquarters."
pilot_seed42,161,137,184939,184939,person_sbert_text_text,pristine,Russian President Vladimir Putin speaks during a media forum in St Petersburg on April 7,neutral,n/a,high,"Putin sits with a microphone before a forum audience wearing lanyards, matching the media-forum claim, but the city and date cannot be checked. On the stricter review pass, the named forum, city, and date are unverifiable; this is a generic seated-speech scene."
pilot_seed42,162,116,349203,349203,person_sbert_text_text,pristine,Cruz celebrates at a Super Tuesday watch party at the Redneck Country Club on March 1 2016 in Stafford Texas,entailment,n/a,medium,"The TRUSTED campaign branding on the podium anchors the named candidate, and an on-stage celebration with family is depicted; the venue and the specific night are side details beyond what the image can show. This follows the symmetric-admissibility rule for claims with a readable anchor."
pilot_seed42,163,39,200078,82433,semantics_clip_text_text,falsified,Screenshot from a Xi Jinping fan site on Sina Weibo,neutral,external_knowledge,medium,"The photo shows a leader inspecting a machine plant with officials. Telling whether he is Xi requires knowledge of his appearance, which is not admissible grounds for a contradiction, and the 'screenshot' claim is not visibly contradicted. Channel: it is a KCNA photo of Kim Jong Un (per the original caption), and detecting the swap needs knowledge of the person's appearance."
pilot_seed42,164,38,1652518,1521882,scene_resnet_place,falsified,Apple experienced problems of its own following the release of iOS 8,neutral,temporal_provenance,high,"The image shows a woman walking past a Chinese 'new iPad' advertising wall; the iOS 8 troubles are not visible content, so there is no conflict. Channel: the iPad-3-era ad photo (the original is a 2012 China trademark story) predates iOS 8, and the date metadata exposes the mismatch."
pilot_seed42,165,1,1209119,438934,semantics_clip_text_image,falsified,Oprah leads Arsmtrong to a predictable finale asking him what the moral of the story is It s a calamitous moment as Armstrong says he does nt know,neutral,event_provenance,medium,"The image shows a TV interview desk with a female moderator and a man's back. Deciding whether they are Oprah and Armstrong needs knowledge of their appearance, which is not admissible grounds for a contradiction, and the scene fits an interview. Channel: the photo is from the VP debate (originally Quijano and Pence), a different broadcast occasion."
pilot_seed42,166,163,1604588,1604588,scene_resnet_place,pristine,The Green Port development in Hull is attracting investment from Siemens and Associated British Ports,neutral,n/a,medium,"A CGI rendering shows a dockside plant with turbine components laid out, consistent with the Green Port development, but Hull cannot be verified. On the stricter review pass, the investment claim is unverifiable; this is a generic port rendering that cannot be pinned to Hull."
pilot_seed42,167,149,1282655,1282655,semantics_clip_text_text,pristine,Mark Hughes has been steadily renovating Stoke City since he took over as manager from Tony Pulis in 2013,neutral,n/a,medium,"Mark Hughes is shown applauding at a match. His identity matches, but the claim about renovating the club and his managerial history is not visible content."
pilot_seed42,168,36,1030157,993174,semantics_clip_text_text,falsified,The England captain Alastair Cook says he would be delighted with a 10 Ashes series win,neutral,external_knowledge,medium,"The image shows a batsman raising his bat before a flag-waving crowd. Telling whether he is England's Cook needs cricket face knowledge, and the quoted statement cannot be checked; since fine-grained knowledge is not a visible conflict, the relation label is neutral. Channel: the captain is swapped (the original is Michael Clarke's triple century), which needs cricket face knowledge to detect."
pilot_seed42,169,56,42908,49151,person_sbert_text_text,falsified,Hillary Rodham Clinton speaks at a town hall meeting in Las Vegas on Tuesday,neutral,event_provenance,medium,"Clinton, in an orange jacket, is smiling on stage before a giant flag, which supports her appearance, but the town-hall venue cannot be checked, and the generic stage appearance cannot confirm the named town hall, city, and date. Channel: same candidate, different campaign stop (the original is Kissimmee, Florida on Monday, not a Las Vegas town hall on Tuesday)."
pilot_seed42,170,24,383814,776134,scene_resnet_place,falsified,What if the field looks like this as it did in Philadelphia during the EaglesLions game on Dec 8 during the Super Bowl at MetLife Stadium in East Rutherford NJ,contradiction,visible_conflict,high,"The image is an aerial view of the Canary Wharf towers rising above fog, visibly not a snowy NFL field in Philadelphia. Channel: Canary Wharf in fog (the original scene) is visibly not a snowy Philadelphia NFL field."
pilot_seed42,171,16,346101,407750,person_sbert_text_text,falsified,Randy Travis walks on stage as Brad Paisley and Garth Brooks look on during the Country Music Hall of Fame Medallion Ceremony on Sunday October 16 2016,contradiction,visible_conflict,medium,The single performer with a microphone in a black cap is visibly Garth Brooks smiling; there is no Randy Travis walking on stage with onlookers. Channel: a solo Garth Brooks press-conference shot (the original is his 2014 comeback announcement) conflicts with the claimed three-artist ceremony scene.
pilot_seed42,172,199,91585,91585,scene_resnet_place,pristine,Terrance W Gainer former Senate sergeantatarms and Capitol Police chief is heading security operations for a medicalmarijuana facility that has applied for a license in Hagerstown Md,neutral,n/a,medium,"An older man with a white moustache, wearing a vest, stands in a harvested cornfield. His appearance is consistent with Terrance Gainer, but the security-operations role is not visible content."
pilot_seed42,173,166,96881,96881,semantics_clip_text_text,pristine,Hillary Clinton meets supporters at the Virginia Air and Space Center in Hampton on Wednesday,neutral,n/a,high,"Clinton is face-to-face with a supporter as onlookers take photographs, matching the claim of meeting supporters, but the venue cannot be checked. On the stricter review pass, the named venue (the Air and Space Center) is unverifiable; this is a generic meet-and-greet."
pilot_seed42,174,127,91188,91188,semantics_clip_text_image,pristine,American forward Patrick Kane hits the post as he takes a penalty shot against Finland goaltender Tuukka Rask during the second period,neutral,n/a,medium,"A USA player shoots on a goaltender with the puck in mid-air, matching the penalty-shot claim, but the player's number and the goaltender's identity as Rask are not readable. On the stricter review pass, the named players cannot be read from the image; this is a generic penalty-shot scene."
pilot_seed42,175,188,487478,487478,semantics_clip_text_text,pristine,Lewis Hamilton right celebrates with teammate Nico Rosberg after the pair finished first and second at the Bahrain Grand Prix,entailment,n/a,high,"Rosberg and Hamilton (on the right) shake hands on the podium amid Gulf Air and Bahrain GP branding, matching the one-two finish."
pilot_seed42,176,98,238929,375638,person_sbert_text_text,falsified,Rafael Nadal of Spain in action against Facundo Bagnis of Argentina during their secondround match,neutral,event_provenance,medium,"The image shows Nadal mid-forehand in Wimbledon whites; the named opponent, Bagnis, is not visible, and the player's identity is taken as claimed (identity is not second-guessed at this stage). Channel: it is Nadal but a different opponent and match (the original is against Bellucci, not Bagnis)."
pilot_seed42,177,196,1545407,1545407,semantics_clip_text_image,pristine,Ayman Shaukat was convicted of helping Sajid Aslam travel to join the selfstyled Islamic State in Syria The court heard he had an IS flag above his bed,neutral,n/a,medium,"A bearded man poses in front of an IS flag on a wall, which supports the flag detail; his identity as Shaukat is taken as claimed (identity is not second-guessed at this stage). On the stricter review pass, the conviction claim is the core of the caption and cannot be checked; the image only corroborates the flag detail."
pilot_seed42,178,176,701442,701442,scene_resnet_place,pristine,HSBC and Northern Ireland s First Trust Bank were using a practice prohibited since 2002 the CMA said,neutral,n/a,high,This is a close-up of an HSBC branch sign. The CMA's statement about a prohibited practice cannot be verified from the image alone.
pilot_seed42,179,28,859889,689428,semantics_clip_text_image,falsified,A ladybird sits on a blade of grass of a blooming flower in Kempten Bavaria Germany,neutral,event_provenance,medium,"The image shows a ladybird perched on a green leaf, matching the claim's subject, though it sits on a leaf rather than a blade of grass. The named place, Kempten, is the core falsifiable content, and the location cannot be pinned down from a leaf close-up. Channel: the ladybird photo is from a different place (the original is a harlequin ladybird in Hampstead, London), not Kempten."
pilot_seed42,180,154,387174,387174,person_sbert_text_text,pristine,Pope Francis is greeted by House Speaker John Boehner of Ohio and Vice President Biden on Capitol Hill on Sept 24 2015,entailment,n/a,high,"Pope Francis shakes hands with John Boehner while Biden stands beside them in the House chamber, matching the claim."
pilot_seed42,181,18,447736,736619,scene_resnet_place,falsified,The Parthenon in Athens was designed using the Golden Ratio,neutral,external_knowledge,medium,"The image shows colonnade ruins at sunset with palm trees. Telling the site apart from the Parthenon requires knowledge of the building's appearance, which is not admissible grounds for a contradiction, and the design claim cannot be checked. Channel: the image shows a Palmyra-type Unesco site (per the original caption), and detecting the swap needs landmark knowledge."
pilot_seed42,182,104,955030,955030,person_sbert_text_text,pristine,Wiz Khalifa in Converse All Stars,entailment,n/a,high,"The image shows Wiz Khalifa on the BET Hip Hop Awards carpet wearing Converse All Stars, which matches the claim."
pilot_seed42,183,79,1033241,1089521,semantics_clip_text_image,falsified,Fatal meeting the Ambassador hotel on Wilshire Boulevard on 5 June 1998 30 years to the day after Bobby Kennedy was shot,contradiction,visible_conflict,medium,"The image shows the doorstep of a London townhouse with a British police officer and a woman receiving flowers, visibly not the Ambassador hotel on Wilshire Boulevard. Channel: a London townhouse doorstep with a British police officer (the original is the Blairs' Islington home) is visibly not LA's Ambassador hotel."
pilot_seed42,184,46,517342,808584,scene_resnet_place,falsified,Seville SpainChildren dress up for a school procession on the eve of Holy Week in the Andalusian capital,contradiction,visible_conflict,high,"The image shows pilgrims in white ihram robes with umbrellas in the rain, a hajj scene, visibly not children in Seville in Holy Week costumes. Channel: hajj pilgrims in ihram (the original is rain in Mecca) are visibly not Seville schoolchildren at Holy Week."
pilot_seed42,185,114,1034774,1034774,person_sbert_text_text,pristine,Real Madrid s Gareth Bale celebrates after scoring against Villarreal on his debut in Spain,entailment,n/a,high,"The image shows Bale in Real Madrid white making a heart-hands gesture, with Benzema behind him and Villarreal yellow visible, which matches the debut goal celebration."
pilot_seed42,186,25,880920,497269,semantics_clip_text_image,falsified,Melissa Ann Shepard the black widow is shown in this undated handout photo provided by the Halifax regional police,neutral,external_knowledge,medium,"The image is an old snapshot of a curly-haired woman in a living room, consistent with an undated handout, but her identity cannot be verified (known photos of her show her elderly). Channel: this is a different woman and case (the original is the Nicola Payne missing-person story), which needs knowledge of the case to detect."
pilot_seed42,187,143,1598406,1598406,semantics_clip_text_text,pristine,Stephen Crabb who became Welsh secretary in July criticised Ed Miliband s record with Wales,neutral,n/a,medium,"This is a composite of headshots of a bearded Crabb and of Miliband. Both identities match, but the criticism is a spoken statement and is not visible in the image."
pilot_seed42,188,84,248469,355567,semantics_clip_text_text,falsified,Patriots strong safety Steve Gregory celebrates after intercepting a pass against the Jets on Thanksgiving at MetLife Stadium,contradiction,visible_conflict,high,"The celebrating players wear Eagles green (numbers 25 and 3) at an Eagles-branded stadium, visibly not the Patriots' Steve Gregory. Channel: the Eagles green number 25 celebration (the original is a McCoy touchdown against the Titans) visibly conflicts with the Patriots claim."
pilot_seed42,189,119,888088,888088,scene_resnet_place,pristine,French riot police officers respond to striking employees from a ferry company in Calais yesterday,neutral,n/a,medium,"The image shows French riot police with shields advancing along rail tracks, which matches coverage of the Calais ferry-strike response, but the named ferry-company strike cannot be confirmed from this generic scene of riot police on tracks."
pilot_seed42,190,153,1558361,1558361,scene_resnet_place,pristine,Tazys show off their hunting skills in Kazakhstan,neutral,n/a,medium,"The claimed act of showing off hunting skills, which could have been depicted, is not shown; the dogs simply stand in line with their handlers, so the caption's action is not fully covered by the image (compare sample 127). The case was re-checked under the final version of the annotation rules."
pilot_seed42,191,152,408406,408406,person_sbert_text_text,pristine,President Obama signs the farm bill into law on Feb 7 2014 in East Lansing Mich,entailment,n/a,medium,"The presidential seal anchors which president is signing, and a bill-signing is depicted. Which bill it is and the city are incidental details that need not be shown, under the rule that only readable anchors in the image count as evidence."
pilot_seed42,192,30,1269789,647207,semantics_clip_text_image,falsified,Scottish first minister Alex Salmond suggested the deputy president of the supreme court Lord Hope has ignored the views of most Scottish judges,neutral,external_knowledge,low,"The image shows a smiling bearded judge in robes with a wigged barrister behind him; his identity as Lord Hope cannot be verified, and Salmond's remark is not visible. Channel: the judge is swapped (the original is Queensland chief justice Tim Carmody), which needs face and role knowledge to detect."
pilot_seed42,193,125,1445600,1445600,semantics_clip_text_image,pristine,Wallace Hartley was born in Colne Lancashire,neutral,n/a,medium,The image is an Edwardian-era black-and-white portrait of a young man consistent with Wallace Hartley; the birthplace claim is external knowledge.
pilot_seed42,194,147,797924,797924,scene_resnet_place,pristine,Guryong slum in Seoul South Korea located near the wealthy Gangnam district,entailment,n/a,medium,A narrow shanty alley with tangled wiring and Korean signage matches the description of the Guryong slum; the proximity to Gangnam is not visible.
pilot_seed42,195,183,576403,576403,scene_resnet_place,pristine,NHS workers protesting at the Conservative party conference in Manchester last October,entailment,n/a,medium,"A medic in scrubs with a stethoscope raises a fist beside a megaphone and NHS banners, matching an NHS protest; the venue cannot be checked."
pilot_seed42,196,190,232837,232837,semantics_clip_text_text,pristine,A Komondor named Chauncey waits to compete at the Westminster Kennel Club show in New York,neutral,n/a,medium,"A corded Komondor is visible, but identifying which dog show this is would require recognising the event, which is not allowed as evidence; the named dog is unverifiable, and similar photos could come from different occasions. The case was re-checked under the final version of the annotation rules."
pilot_seed42,197,20,259789,502686,scene_resnet_place,falsified,Community members separated into small groups during the Kalamazoo Community Prayer Service Sunday at Centerpoint Church,contradiction,visible_conflict,low,"The image shows a large badged audience seated lecture-style in an auditorium, which conflicts with people 'separated into small groups' at a church prayer service. Channel: a packed single-room seated audience (the original is the ICHEP Higgs seminar) conflicts with the small-groups prayer service description."
pilot_seed42,198,172,337799,337799,scene_resnet_place,pristine,A voter poses with her voting sticker in Canton Ohio,entailment,n/a,medium,"A smiling woman wears an 'I heart VOTING' button with an Ohio-shaped heart, which supports the claim, though it is a button rather than a sticker."
pilot_seed42,199,170,700477,700477,semantics_clip_text_image,pristine,Former Virginia governor Bob McDonnell center,entailment,n/a,high,"Three suited men walk outdoors; the silver-haired man in the centre matches Bob McDonnell, which fits the caption's 'center'."
pilot_seed42,200,45,59037,803490,person_sbert_text_text,falsified,Rafael Nadal reacts during his match against Denis Istomin on Monday,neutral,event_provenance,medium,"Nadal is serving beneath court lettering that reads BEIJING; his playing is visible, but the opponent and the 'reacts' moment cannot be checked. The named opponent, Istomin, is not visible, and the BEIJING signage pins the venue but not the match. Channel: it is Nadal but a different match (the original is against Fognini in the 2015 China Open semi-final, not Istomin)."
formal_seed43,1,449,778581,778581,semantics_clip_text_image,pristine,Marion Cotillard can be relied upon for sexy chic combined with a certain Gallic hauteur Here she wears Christian Dior naturellement,entailment,n/a,medium,"A woman in an elegant dark-green gown on a red carpet is shown, her identity taken as claimed. The descriptive outfit caption is fully depicted; the Dior attribution is a brand detail that is not readable in the image."
formal_seed43,2,225,352069,379845,person_sbert_text_text,falsified,LeBron James drives to the bucket past Al Jefferson for two of his 61 points,entailment,event_provenance,medium,"A player with readable CAVS 23 drives to the basket past a red Atlanta defender; both participants are in frame and the action is depicted. The 61-point statistic is exempt from checking, and checking the defender against a roster would need player knowledge, which is not allowed. Channel: the same person (LeBron James), but a different game."
formal_seed43,3,370,481811,481811,semantics_clip_text_image,pristine,Nemanja Vidic and Fernando Torres tangle,entailment,n/a,high,"Players in Manchester United red (with the AON sponsor) and Chelsea blue are tangling. Both named players are taken to be present as claimed, the action is depicted, and the caption names no specific occasion."
formal_seed43,4,440,1224942,1224942,semantics_clip_text_image,pristine,Players such as Somerset s James Hildreth could be divided into six regional sides under proposals to restructure Twenty20 in this country,neutral,n/a,high,"A Twenty20 batsman and wicketkeeper are visible, but the core of the claim is a restructuring proposal. The content of that statement cannot be checked against the image."
formal_seed43,5,296,1042878,1638452,person_sbert_text_text,falsified,Michael Owen trains with the rest of the Manchester United squad at Bukit Jalil Stadium in Kuala Lumpur,contradiction,visible_conflict,high,"The image is a young couple's selfie; there is no training, no squad and no stadium. This conflicts outright with the claimed football training scene. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,6,224,1450329,249005,semantics_clip_text_text,falsified,A satellite image showing three cyclones near Australia with Pam to the northeast,contradiction,visible_conflict,medium,"The caption says three cyclones, but only two organised cyclone spirals are visible in the satellite view, a conflict of count. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,7,233,214345,51828,person_sbert_text_text,falsified,Seth MacFarlane presents Best Musical Theater Album to Hamilton during the 58th Grammy Awards at the Staples Center,contradiction,visible_conflict,medium,"Three musicians are mid-performance with guitars, which conflicts with presenting an award at a ceremony, a conflict of action and scene. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,8,387,1267313,1267313,semantics_clip_text_text,pristine,Bulletridden Syria Street bisects the rival neighbourhoods of Bab alTabbaneh and Jabal Mohsen,neutral,n/a,medium,"War-scarred, bullet-pocked buildings are visible, but nothing readable ties the scene to the named street or neighbourhoods. It is a generic conflict-zone scene."
formal_seed43,9,376,1592221,1592221,semantics_clip_text_text,pristine,Dick Balharry and his wife Adeline receive the award from RSGS chairman Roger Crofts,entailment,n/a,medium,"The image shows three elderly people, one handing over a small medal box with a handshake, which matches a couple receiving an award from a chairman. The RSGS name is not readable anywhere, but the award-giving act itself is shown."
formal_seed43,10,336,399026,238013,person_sbert_text_text,falsified,Republican presidential candidate Donald Trump speaks during a campaign rally,neutral,event_provenance,medium,"Readable TRUMP PENCE signs tie the rally to Trump, but the claimed act of speaking is not captured - he is walking across the stage. A borderline call. Channel: same person (Trump) and same type of activity, but a different rally."
formal_seed43,11,316,557061,566695,person_sbert_text_text,falsified,Julian Assange at the Ecuadorian embassy The WikiLeaks founder is calling for the threat of arrest to be lifted,neutral,event_provenance,medium,"The man is taken to be Assange as claimed, shown beside a readable newspaper headline about the Afghan leak. But nothing shows the embassy setting, and the statement about the arrest threat cannot be checked from the image. Channel: same person (Assange), but a different occasion and venue."
formal_seed43,12,467,444045,444045,person_sbert_text_text,pristine,The old onetwo Mike Tyson and Helen Mirren at the Golden Globe awards,entailment,n/a,medium,"An odd-couple pair, a woman in green and a man with a face tattoo in a tuxedo, appears at an HBO-branded event. The caption identifies the pictured pair, and the Golden Globes detail is accepted along with it."
formal_seed43,13,428,1024091,1024091,person_sbert_text_text,pristine,Snapshot Leeroy Murray aged two holding his mother Nora s hand on Hampstead Heath with his brothers Johnny and Peter and father John in 1947,entailment,n/a,medium,"This is a black-and-white 1940s park snapshot of a father, three small children, and a mother. The number of people and the era both match the family-snapshot caption."
